Pokemon,Nat,teamSprite,homeSprite,HP,Atk,Def,SpA,SpD,Spe,Total,Type_I,Type_II,Species,Height_(m),Weight_(kg),Ability_I,Ability_II,Hidden_Ability,EV_Yield,Egg_Group_I,Egg_Group_II,Gender_(%_Male),Evolve
Dracozolt,880,dracozolt.png,880.png,90,100,90,80,70,75,505,Electric,Dragon,Fossil Pokémon,xx,xx,volt-absorb,hustle,sand-rush,xx,no-eggs,null,xx,xx
Arctozolt,881,arctozolt.png,881.png,90,100,90,90,80,55,505,Electric,Ice,Fossil Pokémon,xx,xx,volt-absorb,static,slush-rush,xx,no-eggs,null,xx,xx
Dracovish,882,dracovish.png,882.png,90,90,100,70,80,75,505,Water,Dragon,Fossil Pokémon,xx,xx,water-absorb,strong-jaw,sand-rush,xx,no-eggs,null,xx,xx
Arctovish,883,arctovish.png,883.png,90,90,100,80,90,55,505,Water,Ice,Fossil Pokémon,xx,xx,water-absorb,ice-body,slush-rush,xx,no-eggs,null,xx,xx
Duraludon,884,duraludon.png,884.png,70,95,115,120,50,85,535,Steel,Dragon,Alloy Pokémon,xx,xx,light-metal,heavy-metal,stalwart,xx,mineral,dragon,xx,xx
Dreepy,885,dreepy.png,885.png,28,60,30,40,30,82,270,Dragon,Ghost,Lingering Pokémon,xx,xx,clear-body,infiltrator,cursed-body,xx,indeterminate,dragon,xx,xx
Drakloak,886,drakloak.png,886.png,68,80,50,60,50,102,410,Dragon,Ghost,Caretaker Pokémon,xx,xx,clear-body,infiltrator,cursed-body,xx,indeterminate,dragon,xx,xx
Dragapult,887,dragapult.png,887.png,88,120,75,100,75,142,600,Dragon,Ghost,Stealth Pokémon,xx,xx,clear-body,infiltrator,cursed-body,xx,indeterminate,dragon,xx,xx
Zacian,888,zacian.png,888.png,92,150,115,80,115,148,700,Fairy,Steel,Warrior Pokémon,xx,xx,intrepid-sword,null,null,xx,no-eggs,null,xx,xx
Zamazenta,889,zamazenta.png,889.png,92,120,140,80,140,128,700,Fighting,Steel,Warrior Pokémon,xx,xx,dauntless-shield,null,null,xx,no-eggs,null,xx,xx
Eternatus,890,eternatus.png,890.png,140,85,95,145,95,130,690,Poison,Dragon,Gigantic Pokémon,xx,xx,pressure,null,null,xx,no-eggs,null,xx,xx
Kubfu,891,kubfu.png,891.png,60,90,60,53,50,72,385,Fighting,xx,Wushu Pokémon,xx,xx,inner-focus,null,null,xx,no-eggs,null,xx,xx
Urshifu,892,urshifu.png,892.png,100,130,100,63,60,97,550,Fighting,Dark,Wushu Pokémon,xx,xx,unseen-fist,null,null,xx,no-eggs,null,xx,xx
Zarude,893,zarude.png,893.png,105,120,105,70,95,105,600,Dark,Grass,Rogue Monkey Pokémon,xx,xx,leaf-guard,null,null,xx,no-eggs,null,xx,xx
Regieleki,894,regieleki.png,894.png,80,100,50,100,50,200,580,Electric,xx,Electron Pokémon,xx,xx,transistor,null,null,xx,no-eggs,null,xx,xx
Regidrago,895,regidrago.png,895.png,200,100,50,100,50,80,580,Dragon,xx,Dragon Orb Pokémon,xx,xx,dragons-maw,null,null,xx,no-eggs,null,xx,xx
Glastrier,896,glastrier.png,896.png,100,145,130,65,110,30,580,Ice,xx,Wild Horse Pokémon,xx,xx,chilling-neigh,null,null,xx,no-eggs,null,xx,xx
Spectrier,897,spectrier.png,897.png,100,65,60,145,80,130,580,Ghost,xx,Swift Horse Pokémon,xx,xx,grim-neigh,null,null,xx,no-eggs,null,xx,xx
Calyrex,898,calyrex.png,898.png,100,80,80,80,80,80,500,Psychic,Grass,King Pokémon,xx,xx,unnerve,null,null,xx,no-eggs,null,xx,xx
Wyrdeer,899,wyrdeer.png,899.png,103,105,72,105,75,65,525,Normal,Psychic,null,xx,xx,null,null,null,xx,null,null,xx,xx
Kleavor,900,kleavor.png,900.png,70,130,95,45,75,85,500,Bug,Rock,null,xx,xx,null,null,null,xx,null,null,xx,xx
Ursaluna,901,ursaluna.png,901.png,130,140,105,45,80,50,550,Ground,Normal,null,xx,xx,null,null,null,xx,null,null,xx,xx
Basculegion,902,basculegion.png,902.png,120,112,65,80,75,78,530,Water,Ghost,null,xx,xx,null,null,null,xx,null,null,xx,xx
Sneasler,903,sneasler.png,903.png,80,130,60,40,80,120,510,Poison,Fighting,null,xx,xx,null,null,null,xx,null,null,xx,xx
Overqwil,904,overqwil.png,904.png,85,115,95,65,65,85,510,Dark,Poison,null,xx,xx,null,null,null,xx,null,null,xx,xx
Enamorus,905,enamorus.png,905.png,74,115,70,135,80,106,580,Fairy,Flying,null,xx,xx,null,null,null,xx,null,null,xx,xx
Sprigatito,906,sprigatito.png,906.png,40,61,54,45,45,65,310,Grass,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Floragato,907,floragato.png,907.png,61,80,63,60,63,83,410,Grass,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Meowscarada,908,meowscarada.png,908.png,76,110,70,81,70,123,530,Grass,Dark,null,xx,xx,null,null,null,xx,null,null,xx,xx
Fuecoco,909,fuecoco.png,909.png,67,45,59,63,40,36,310,Fire,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Crocalor,910,crocalor.png,910.png,81,55,78,90,58,49,411,Fire,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Skeledirge,911,skeledirge.png,911.png,104,75,100,110,75,66,530,Fire,Ghost,null,xx,xx,null,null,null,xx,null,null,xx,xx
Quaxly,912,quaxly.png,912.png,55,65,45,50,45,50,310,Water,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Quaxwell,913,quaxwell.png,913.png,70,85,65,65,60,65,410,Water,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Quaquaval,914,quaquaval.png,914.png,85,120,80,85,75,85,530,Water,Fighting,null,xx,xx,null,null,null,xx,null,null,xx,xx
Lechonk,915,lechonk.png,915.png,54,45,40,35,45,35,254,Normal,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Oinkologne,916,oinkologne.png,916.png,110,100,75,59,80,65,489,Normal,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Tarountula,917,tarountula.png,917.png,35,41,45,29,40,20,210,Bug,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Spidops,918,spidops.png,918.png,60,79,92,52,86,35,404,Bug,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Nymble,919,nymble.png,919.png,33,46,40,21,25,45,210,Bug,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Lokix,920,lokix.png,920.png,71,102,78,52,55,92,450,Bug,Dark,null,xx,xx,null,null,null,xx,null,null,xx,xx
Pawmi,921,pawmi.png,921.png,45,50,20,40,25,60,240,Electric,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Pawmo,922,pawmo.png,922.png,60,75,40,50,40,85,350,Electric,Fighting,null,xx,xx,null,null,null,xx,null,null,xx,xx
Pawmot,923,pawmot.png,923.png,70,115,70,70,60,105,490,Electric,Fighting,null,xx,xx,null,null,null,xx,null,null,xx,xx
Tandemaus,924,tandemaus.png,924.png,50,50,45,40,45,75,305,Normal,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Maushold,925,maushold.png,925.png,74,75,70,65,75,111,470,Normal,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Fidough,926,fidough.png,926.png,37,55,70,30,55,65,312,Fairy,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Dachsbun,927,dachsbun.png,927.png,57,80,115,50,80,95,477,Fairy,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Smoliv,928,smoliv.png,928.png,41,35,45,58,51,30,260,Grass,Normal,null,xx,xx,null,null,null,xx,null,null,xx,xx
Dolliv,929,dolliv.png,929.png,52,53,60,78,78,33,354,Grass,Normal,null,xx,xx,null,null,null,xx,null,null,xx,xx
Arboliva,930,arboliva.png,930.png,78,69,90,125,109,39,510,Grass,Normal,null,xx,xx,null,null,null,xx,null,null,xx,xx
Squawkabilly,931,squawkabilly.png,931.png,82,96,51,45,51,92,417,Normal,Flying,null,xx,xx,null,null,null,xx,null,null,xx,xx
Nacli,932,nacli.png,932.png,55,55,75,35,35,25,280,Rock,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Naclstack,933,naclstack.png,933.png,60,60,100,35,65,35,355,Rock,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Garganacl,934,garganacl.png,934.png,100,100,130,45,90,35,500,Rock,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Charcadet,935,charcadet.png,935.png,40,50,40,50,40,35,255,Fire,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Armarouge,936,armarouge.png,936.png,85,60,100,125,80,75,525,Fire,Psychic,null,xx,xx,null,null,null,xx,null,null,xx,xx
Ceruledge,937,ceruledge.png,937.png,75,125,80,60,100,85,525,Fire,Ghost,null,xx,xx,null,null,null,xx,null,null,xx,xx
Tadbulb,938,tadbulb.png,938.png,61,31,41,59,35,45,272,Electric,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Bellibolt,939,bellibolt.png,939.png,109,64,91,103,83,45,495,Electric,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Wattrel,940,wattrel.png,940.png,40,40,35,55,40,70,280,Electric,Flying,null,xx,xx,null,null,null,xx,null,null,xx,xx
Kilowattrel,941,kilowattrel.png,941.png,70,70,60,105,60,125,490,Electric,Flying,null,xx,xx,null,null,null,xx,null,null,xx,xx
Machiff,942,machiff.png,942.png,60,78,60,40,51,51,340,Dark,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Mabosstiff,943,mabosstiff.png,943.png,80,120,90,60,70,85,505,Dark,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Shroodle,944,shroodle.png,944.png,40,65,35,40,35,75,290,Poison,Normal,null,xx,xx,null,null,null,xx,null,null,xx,xx
Grafaiai,945,grafaiai.png,945.png,63,95,65,80,72,110,485,Poison,Normal,null,xx,xx,null,null,null,xx,null,null,xx,xx
Bramblin,946,bramblin.png,946.png,40,65,30,45,35,60,275,Grass,Ghost,null,xx,xx,null,null,null,xx,null,null,xx,xx
Brambleghast,947,brambleghast.png,947.png,55,115,70,80,70,90,480,Grass,Ghost,null,xx,xx,null,null,null,xx,null,null,xx,xx
Toedscool,948,toedscool.png,948.png,40,40,35,50,100,70,335,Ground,Grass,null,xx,xx,null,null,null,xx,null,null,xx,xx
Toedscruel,949,toedscruel.png,949.png,80,70,65,80,120,100,515,Ground,Grass,null,xx,xx,null,null,null,xx,null,null,xx,xx
Klawf,950,klawf.png,950.png,70,100,115,35,55,75,450,Rock,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Capsakid,951,capsakid.png,951.png,50,62,40,62,40,50,304,Grass,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Scovillain,952,scovillain.png,952.png,65,108,65,108,65,75,486,Grass,Fire,null,xx,xx,null,null,null,xx,null,null,xx,xx
Rellor,953,rellor.png,953.png,41,50,60,31,58,30,270,Bug,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Rabsca,954,rabsca.png,954.png,75,50,85,115,100,45,470,Bug,Psychic,null,xx,xx,null,null,null,xx,null,null,xx,xx
Flittle,955,flittle.png,955.png,30,35,30,55,30,75,255,Psychic,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Espathra,956,espathra.png,956.png,95,60,60,101,60,105,481,Psychic,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Tinkatink,957,tinkatink.png,957.png,50,45,45,35,64,58,297,Fairy,Steel,null,xx,xx,null,null,null,xx,null,null,xx,xx
Tinkatuff,958,tinkatuff.png,958.png,65,55,55,45,82,78,380,Fairy,Steel,null,xx,xx,null,null,null,xx,null,null,xx,xx
Tinkaton,959,tinkaton.png,959.png,85,75,77,70,105,94,506,Fairy,Steel,null,xx,xx,null,null,null,xx,null,null,xx,xx
Wiglett,960,wiglett.png,960.png,10,55,25,35,25,95,245,Water,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Wugtrio,961,wugtrio.png,961.png,35,100,50,50,70,120,425,Water,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Bombirdier,962,bombirdier.png,962.png,70,103,85,60,85,82,485,Flying,Dark,null,xx,xx,null,null,null,xx,null,null,xx,xx
Finizen,963,finizen.png,963.png,70,45,40,45,40,75,315,Water,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Palafin,964,palafin.png,964.png,100,70,72,53,62,100,457,Water,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Varoom,965,varoom.png,965.png,45,70,63,30,45,47,300,Steel,Poison,null,xx,xx,null,null,null,xx,null,null,xx,xx
Revavroom,966,revavroom.png,966.png,80,119,90,54,67,90,500,Steel,Poison,null,xx,xx,null,null,null,xx,null,null,xx,xx
Cyclizar,967,cyclizar.png,967.png,70,95,65,85,65,121,501,Dragon,Normal,null,xx,xx,null,null,null,xx,null,null,xx,xx
Orthworm,968,orthworm.png,968.png,70,85,145,60,55,65,480,Steel,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Glimmet,969,glimmet.png,969.png,48,35,42,105,60,60,350,Rock,Poison,null,xx,xx,null,null,null,xx,null,null,xx,xx
Glimmora,970,glimmora.png,970.png,83,55,90,130,81,86,525,Rock,Poison,null,xx,xx,null,null,null,xx,null,null,xx,xx
Greavard,971,greavard.png,971.png,50,61,60,30,55,34,290,Ghost,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Houndstone,972,houndstone.png,972.png,72,101,100,50,97,68,488,Ghost,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Flamigo,973,flamigo.png,973.png,82,115,74,75,64,90,500,Flying,Fighting,null,xx,xx,null,null,null,xx,null,null,xx,xx
Cetoddle,974,cetoddle.png,974.png,108,68,45,30,40,43,334,Ice,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Cetitan,975,cetitan.png,975.png,170,113,65,45,55,73,521,Ice,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Veluza,976,veluza.png,976.png,90,102,73,78,65,70,478,Water,Psychic,null,xx,xx,null,null,null,xx,null,null,xx,xx
Dondozo,977,dondozo.png,977.png,150,100,115,65,65,35,530,Water,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Tatsugiri,978,tatsugiri.png,978.png,68,50,60,120,95,82,475,Dragon,Water,null,xx,xx,null,null,null,xx,null,null,xx,xx
Annihilape,979,annihilape.png,979.png,110,115,80,50,90,90,535,Fighting,Ghost,null,xx,xx,null,null,null,xx,null,null,xx,xx
Clodsire,980,clodsire.png,980.png,130,75,60,45,100,20,430,Poison,Ground,null,xx,xx,null,null,null,xx,null,null,xx,xx
Farigiraf,981,farigiraf.png,981.png,120,90,70,110,70,60,520,Normal,Psychic,null,xx,xx,null,null,null,xx,null,null,xx,xx
Dudunsparce,982,dudunsparce.png,982.png,125,100,80,85,75,55,520,Normal,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Kingambit,983,kingambit.png,983.png,100,135,120,60,85,50,550,Dark,Steel,null,xx,xx,null,null,null,xx,null,null,xx,xx
Great Tusk,984,great tusk.png,984.png,115,131,131,53,53,87,570,Ground,Fighting,null,xx,xx,null,null,null,xx,null,null,xx,xx
Scream Tail,985,scream tail.png,985.png,115,65,99,65,115,111,570,Fairy,Psychic,null,xx,xx,null,null,null,xx,null,null,xx,xx
Brute Bonnet,986,brute bonnet.png,986.png,111,127,99,79,99,55,570,Grass,Dark,null,xx,xx,null,null,null,xx,null,null,xx,xx
Flutter Mane,987,flutter mane.png,987.png,55,55,55,135,135,135,570,Ghost,Fairy,null,xx,xx,null,null,null,xx,null,null,xx,xx
Slither Wing,988,slither wing.png,988.png,85,135,79,85,105,81,570,Bug,Fighting,null,xx,xx,null,null,null,xx,null,null,xx,xx
Sandy Shocks,989,sandy shocks.png,989.png,85,81,97,121,85,101,570,Electric,Ground,null,xx,xx,null,null,null,xx,null,null,xx,xx
Iron Treads,990,iron treads.png,990.png,90,112,120,72,70,106,570,Ground,Steel,null,xx,xx,null,null,null,xx,null,null,xx,xx
Iron Bundle,991,iron bundle.png,991.png,56,80,114,124,60,136,570,Ice,Water,null,xx,xx,null,null,null,xx,null,null,xx,xx
Iron Hands,992,iron hands.png,992.png,154,140,108,50,68,50,570,Fighting,Electric,null,xx,xx,null,null,null,xx,null,null,xx,xx
Iron Jugulis,993,iron jugulis.png,993.png,94,80,86,122,80,108,570,Dark,Flying,null,xx,xx,null,null,null,xx,null,null,xx,xx
Iron Moth,994,iron moth.png,994.png,80,70,60,140,110,110,570,Fire,Poison,null,xx,xx,null,null,null,xx,null,null,xx,xx
Iron Thorns,995,iron thorns.png,995.png,100,134,110,70,84,72,570,Rock,Electric,null,xx,xx,null,null,null,xx,null,null,xx,xx
Frigibax,996,frigibax.png,996.png,65,75,45,35,45,55,320,Dragon,Ice,null,xx,xx,null,null,null,xx,null,null,xx,xx
Arctibax,997,arctibax.png,997.png,90,95,66,45,65,62,423,Dragon,Ice,null,xx,xx,null,null,null,xx,null,null,xx,xx
Baxcalibur,998,baxcalibur.png,998.png,115,145,92,75,86,87,600,Dragon,Ice,null,xx,xx,null,null,null,xx,null,null,xx,xx
Gimmighoul,999,gimmighoul.png,999.png,45,30,70,75,70,10,300,Ghost,xx,null,xx,xx,null,null,null,xx,null,null,xx,xx
Gholdengo,1000,gholdengo.png,1000.png,87,60,95,133,91,84,550,Steel,Ghost,null,xx,xx,null,null,null,xx,null,null,xx,xx
Wo-Chien,1001,wo-chien.png,1001.png,85,85,100,95,135,70,570,Dark,Grass,null,xx,xx,null,null,null,xx,null,null,xx,xx
Chien-Pao,1002,chien-pao.png,1002.png,80,120,80,90,65,135,570,Dark,Ice,null,xx,xx,null,null,null,xx,null,null,xx,xx
Ting-Lu,1003,ting-lu.png,1003.png,155,110,125,55,80,45,570,Dark,Ground,null,xx,xx,null,null,null,xx,null,null,xx,xx
Chi-Yu,1004,chi-yu.png,1004.png,55,80,80,135,120,100,570,Dark,Fire,null,xx,xx,null,null,null,xx,null,null,xx,xx
Roaring Moon,1005,roaring moon.png,1005.png,105,139,71,55,101,119,590,Dragon,Dark,null,xx,xx,null,null,null,xx,null,null,xx,xx
Iron Valiant,1006,iron valiant.png,1006.png,74,130,90,120,60,116,590,Fairy,Fighting,null,xx,xx,null,null,null,xx,null,null,xx,xx
Koraidon,1007,koraidon.png,1007.png,100,135,115,85,100,135,670,Fighting,Dragon,null,xx,xx,null,null,null,xx,null,null,xx,xx
Miraidon,1008,miraidon.png,1008.png,100,85,100,135,115,135,670,Electric,Dragon,null,xx,xx,null,null,null,xx,null,null,xx,xx
